ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,PAYMENT DATE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,DATE ISSUED,LICENSE STATUS,LATITUDE,LONGITUDE,LOCATION
202541,4,FRIENDS OF THE CHICAGO RIVER,FRIENDS OF THE CHICAGO RIVER,376 N MICHIGAN AVE 1-5,CHICAGO,IL,60601,42,42,1,1050,Public Place of Amusement,1696307,RENEW,08/20/2018,09/16/2018,09/15/2020,08/21/2018,AAI,41.888647571,-87.624572798,"(41.88864757065016, -87.62457279753343)"
332124,1,"ANNAPURNA, INC.",CHICAGO CURRY HOUSE,899 S PLYMOUTH CT 1ST G2,CHICAGO,IL,60605,4,43,1,1475,Consumption on Premises - Incidental Activity,1909036,RENEW,09/17/2018,10/16/2018,10/15/2020,09/18/2018,AAI,41.870572993,-87.62844791,"(41.87057299287796, -87.62844790993732)"
368947,1,WALDORF=ASTORIA MANAGEMENT LLC,WALDORF ASTORIA CHICAGO,11 E WALTON ST,CHICAGO,IL,60611,42,61,18,1475,Consumption on Premises - Incidental Activity,2134584,RENEW,02/14/2018,02/16/2018,02/15/2020,02/15/2018,AAI,41.899834921,-87.627799172,"(41.89983492074242, -87.6277991723728)"
63977,1,1770 WEST GREENLEAF CORPORATION,GALLAGHERS,1770 W GREENLEAF AVE 1ST,CHICAGO,IL,60626,49,3,24,1470,Tavern,35431,RENEW,10/12/2018,10/16/2018,10/15/2020,10/12/2018,AAI,42.010301416,-87.675049303,"(42.0103014159201, -87.67504930323366)"
20800,2,"MAMA LOUKAS, INC.",VINES ON CLARK,3550-3554 N CLARK ST 1,CHICAGO,IL,60657,44,38,19,1475,Consumption on Premises - Incidental Activity,1476092,RENEW,01/11/2017,02/16/2017,02/15/2019,01/12/2017,AAI,41.946843708,-87.65640059,"(41.94684370762542, -87.65640059044576)"
422059,1,"AMERICANOS, LLC",AMERICANOS,11060 S WESTERN AVE 1,CHICAGO,IL,60643,19,62,22,1475,Consumption on Premises - Incidental Activity,2560506,ISSUE,01/05/2018,03/14/2018,03/15/2020,03/14/2018,AAI,41.692109156,-87.681311435,"(41.69210915639261, -87.6813114352499)"
347348,1,"WELLS HOLDINGS, LLC",BENCHMARK BAR & GRILL,1508-1510 N WELLS ST 1ST AND 2ND FLOORS,CHICAGO,IL,60610,2,42,18,1470,Tavern,2262845,RENEW,06/15/2016,08/16/2016,08/15/2018,06/16/2016,AAI,41.909474189,-87.634803915,"(41.90947418881767, -87.63480391525263)"
406651,1,"JEANINE'S WINE BAR, LLC",J9 WINE BAR,1961 N HALSTED ST,CHICAGO,IL,60614,43,3,18,1470,Tavern,2469268,RENEW,09/25/2018,11/16/2018,10/15/2020,09/26/2018,AAI,41.917706084,-87.648341887,"(41.917706084219844, -87.64834188710937)"
4447,1,"COLLETTIS, INC.",COLLETTI'S RESTAURANT,5707 N CENTRAL AVE 1,CHICAGO,IL,60646,39,37,16,1477,Outdoor Patio,2256615,RENEW,09/29/2016,11/16/2016,11/15/2018,09/30/2016,AAI,41.984988217,-87.768152962,"(41.98498821695519, -87.76815296231939)"
372279,1,MONTPARNASSE 56 CHICAGO LLC,360 CHICAGO,875 N MICHIGAN AVE 94,CHICAGO,IL,60611,2,43,18,1050,Public Place of Amusement,2153504,RENEW,05/11/2016,06/16/2016,06/15/2018,06/16/2016,AAI,41.898948542,-87.623974988,"(41.898948541729865, -87.62397498768968)"
405289,1,LM CATERING LLC,LM CATERING,1932 W LAKE ST 1ST,CHICAGO,IL,60612,27,27,12,1481,Caterer's Liquor License,2458462,RENEW,07/12/2018,08/16/2018,07/15/2021,07/13/2018,AAI,41.885131245,-87.675637161,"(41.885131245111296, -87.67563716064329)"
322760,1,"MSG CHICAGO, LLC",CHICAGO THEATER,175 N STATE ST,CHICAGO,IL,60601,42,10,1,1050,Public Place of Amusement,1868392,RENEW,09/09/2016,09/16/2016,09/15/2018,09/14/2016,AAI,41.885237799,-87.627781834,"(41.885237799492714, -87.62778183447381)"
313297,1,"SCALZO, INC.",VIA CARDUCCI LA SORELLA,1928 W DIVISION ST 1,CHICAGO,IL,60622,1,5,14,1475,Consumption on Premises - Incidental Activity,1798939,RENEW,11/15/2016,11/16/2016,11/15/2018,01/27/2017,AAI,41.903321735,-87.675981967,"(41.90332173476508, -87.67598196745516)"
16678,5,BEAU'S INC,TRI-STAR CATERING,215 N CLINTON ST 1,CHICAGO,IL,60661,34,18,12,1481,Caterer's Liquor License,2428424,RENEW,04/03/2018,04/16/2018,09/15/2018,04/03/2018,AAI,41.886197099,-87.641173,"(41.88619709923331, -87.6411730001049)"
4263,2,"HARLEN- RASCALS, INC.",GALE STREET INN,4914 N MILWAUKEE AVE 1ST,CHICAGO,IL,60630,45,29,16,1475,Consumption on Premises - Incidental Activity,39303,RENEW,03/28/2018,05/16/2018,05/15/2020,03/29/2018,AAI,41.970011678,-87.762796186,"(41.97001167825235, -87.76279618588528)"
215498,1,"CARRIBANA BAR AND GRILL, INC.",THE DARK HORSE TAP AND GRILL,3443 N SHEFFIELD AVE 1ST,CHICAGO,IL,60657,44,36,19,1475,Consumption on Premises - Incidental Activity,1145392,RENEW,06/01/2017,05/16/2017,05/15/2019,06/02/2017,AAI,41.944837085,-87.654109747,"(41.94483708470645, -87.65410974708492)"
8970,102,"COMPASS GROUP USA, INC.",CANTEEN FOOD,565 W ADAMS ST 3RD,CHICAGO,IL,60661,34,12,1,1481,Caterer's Liquor License,2189480,RENEW,03/03/2016,04/16/2016,04/15/2018,03/04/2016,AAI,41.879164545,-87.64223909,"(41.87916454484426, -87.64223908958391)"
339261,2,3154 CAFE INC.,BRICK HOUSE BAR AND GRILL,3152-3154 W IRVING PARK RD 1ST,CHICAGO,IL,60618,33,11,17,1475,Consumption on Premises - Incidental Activity,1969908,RENEW,12/15/2016,12/16/2016,12/15/2018,12/15/2016,AAI,41.954031554,-87.707719864,"(41.95403155441393, -87.70771986355506)"
85923,1,"ROCK BOTTOM OF MINNEAPOLIS, INC.",ROCK BOTTOM RESTAURANT & BREWERY,1 W GRAND AVE,CHICAGO,IL,60654,42,22,18,1477,Outdoor Patio,40425,RENEW,01/24/2018,03/16/2018,03/15/2020,01/25/2018,AAI,41.891559042,-87.628139375,"(41.8915590423211, -87.62813937546481)"
24263,1,"GREAT LAKES LODGE NUMBER 43, IMPROVED BENEVOLENT AND PROTECTIVEORDER OF ELKS OF THE WORLD",GREAT LAKES LDG #43,5108 S PRAIRIE AVE 2ND,CHICAGO,IL,60615,3,27,2,1473,Not-For-Profit Club,2142,RENEW,11/16/2018,06/16/2018,07/15/2020,11/19/2018,AAI,41.801734122,-87.619543981,"(41.80173412227812, -87.61954398138839)"
264630,1,"TD2J, INC.",MERKLE'S BAR & GRILL,3516 N CLARK ST,CHICAGO,IL,60657,44,38,19,1050,Public Place of Amusement,2446433,RENEW,09/25/2018,09/16/2018,02/15/2019,09/26/2018,AAI,41.945991903,-87.655713194,"(41.94599190258738, -87.65571319445823)"
63507,1,MOTHER'S FIRST VENTURE LIMITED,MOTHER'S FIRST VENTURE LTD,26 W DIVISION ST 1,CHICAGO,IL,60610,2,38,18,1471,Late Hour,24779,RENEW,05/02/2018,05/16/2018,05/15/2020,05/03/2018,AAI,41.904035484,-87.629754619,"(41.90403548424903, -87.62975461913923)"
6642,1,BUCKS SALOON INC,REPLAY,3439 N HALSTED ST,CHICAGO,IL,60657,44,33,19,1477,Outdoor Patio,36452,RENEW,02/14/2017,02/16/2017,02/15/2019,02/15/2017,AAI,41.944817126,-87.649265431,"(41.944817125602, -87.64926543059727)"
20875,1,"CHAISE LOUNGE, INC.",DAVENPORT'S,1383 N MILWAUKEE AVE 1ST,CHICAGO,IL,60622,1,21,14,1470,Tavern,67921,RENEW,11/02/2016,11/16/2016,11/15/2018,11/03/2016,AAI,41.907038391,-87.672015121,"(41.90703839117248, -87.67201512117582)"
229993,9,"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",THE GRAY,39 S LA SALLE ST 1-15,CHICAGO,IL,60603,34,9,1,1475,Consumption on Premises - Incidental Activity,2443257,ISSUE,03/29/2016,08/09/2016,08/15/2018,08/09/2016,AAI,41.880931558,-87.632189133,"(41.88093155774665, -87.63218913315433)"
5350,3,"VIA VENETO, INC.",VIA VENETO,6340 N LINCOLN AVE,CHICAGO,IL,60659,50,25,17,1475,Consumption on Premises - Incidental Activity,1228572,RENEW,04/26/2018,05/16/2018,07/15/2020,04/27/2018,AAI,41.996470123,-87.717503813,"(41.996470122670104, -87.71750381265241)"
220400,1,SILVER CINEMAS ACQUISITION CO.,LANDMARK CENTURY CENTRE CINEMA,2828 N CLARK ST 4TH - 6TH,CHICAGO,IL,60657,44,45,19,1050,Public Place of Amusement,1336006,RENEW,01/12/2017,02/16/2017,02/15/2019,01/20/2017,AAI,41.933474039,-87.645599292,"(41.93347403945103, -87.64559929166136)"
1896,35,"HOST INTERNATIONAL, INC.",BJ'S MARKET,"11601 W TOUHY AVE  K06,T",CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,34202,RENEW,09/15/2016,10/16/2016,10/15/2018,09/16/2016,AAI,42.008750766,-87.906874134,"(42.00875076599798, -87.90687413400109)"
27086,1,BIG TEDDY BEAR INC.,Teddy Bear Lounge,3513 N PULASKI RD 1,CHICAGO,IL,60641,30,15,17,1470,Tavern,12712,RENEW,08/01/2017,08/16/2017,08/15/2019,08/02/2017,AAI,41.945017077,-87.727212967,"(41.94501707728026, -87.72721296652979)"
426327,1,MINI MOTT CO.,LOULOU,3057 W LOGAN BLVD 1,CHICAGO,IL,60647,1,14,14,1475,Consumption on Premises - Incidental Activity,2589429,ISSUE,04/06/2018,06/13/2018,06/15/2020,06/13/2018,AAI,41.928293921,-87.704734497,"(41.928293921416866, -87.70473449662273)"
421929,6,CHICAGO INDEPENDENT RADIO PROJECT,#1 - 2018 INDOOR SPECIAL EVENT,113 N ELIZABETH ST,CHICAGO,IL,60607,27,33,12,1058,Indoor Special Event,2594885,ISSUE,05/03/2018,05/17/2018,05/25/2018,05/17/2018,AAI,41.883320755,-87.658659305,"(41.88332075532902, -87.65865930473839)"
367239,1,"JOO & YOO, CORP.",BLUE FIN JAPANESE RESTAURANT,1952 W NORTH AVE 1ST,CHICAGO,IL,60622,32,36,14,1475,Consumption on Premises - Incidental Activity,2124781,RENEW,03/13/2018,03/16/2018,07/15/2021,03/14/2018,AAI,41.910598957,-87.677227513,"(41.91059895659309, -87.67722751260462)"
387915,1,LOEWS CHICAGO OPERATING COMPANY LLC,THE LOEWS CHICAGO,455 N PARK DR 1-52,CHICAGO,IL,60611,42,54,18,1477,Outdoor Patio,2314643,RENEW,10/19/2018,11/16/2018,11/15/2020,10/25/2018,AAI,41.890219142,-87.619458663,"(41.89021914224843, -87.6194586634157)"
387915,1,LOEWS CHICAGO OPERATING COMPANY LLC,THE LOEWS CHICAGO,455 N PARK DR 1-52,CHICAGO,IL,60611,42,54,18,1477,Outdoor Patio,2314643,RENEW,02/09/2017,03/16/2017,11/15/2018,02/10/2017,AAI,41.890219142,-87.619458663,"(41.89021914224843, -87.6194586634157)"
314228,4,1840 NORTH AVE. CORP.,ETTA,1840-1842 W NORTH AVE 1-2,CHICAGO,IL,60622,32,35,14,1475,Consumption on Premises - Incidental Activity,2511063,C_EXPA,12/13/2017,07/17/2018,11/15/2018,07/17/2018,AAI,41.910645574,-87.674200587,"(41.9106455744334, -87.67420058686105)"
63548,6,"WASHINGTON SQUARE LIQUORS, INC.",BOSS BAR,418-420 N CLARK ST 1ST,CHICAGO,IL,60654,42,32,18,1050,Public Place of Amusement,2185067,RENEW,05/11/2016,05/16/2016,05/15/2018,05/12/2016,AAI,41.889904879,-87.63122455,"(41.889904879439435, -87.63122454993453)"
421767,1,DOLLOP WELLS LLC,DOLLOP COFFEE CO.,643 N WELLS ST,CHICAGO,IL,60654,42,46,18,1475,Consumption on Premises - Incidental Activity,2560012,ISSUE,10/03/2017,03/28/2018,07/15/2021,03/28/2018,AAI,41.893735355,-87.63397876,"(41.893735355324324, -87.63397876044762)"
86100,14,"KONISAN, INC.",Broken English Taco Pub Old Town,1400 N WELLS ST,CHICAGO,IL,60610,2,46,18,1475,Consumption on Premises - Incidental Activity,2348609,RENEW,01/25/2016,02/16/2016,02/15/2018,01/25/2016,AAI,41.907738477,-87.634754618,"(41.90773847735842, -87.63475461836646)"
29652,1,NIGHT BEFORE INC.,TOUCHE',6412 N CLARK ST,CHICAGO,IL,60626,40,37,24,1471,Late Hour,22921,RENEW,09/01/2016,10/16/2016,10/15/2018,09/02/2016,AAI,41.998426386,-87.67087163,"(41.998426385977595, -87.67087162992024)"
26483,2,"FRANKIE'S PLACE, INC.",FRANKIE'S PLACE,2607 W 47TH ST,CHICAGO,IL,60632,15,17,9,1470,Tavern,2405716,RENEW,06/12/2017,06/16/2017,06/15/2019,06/12/2017,AAI,41.808244561,-87.689635534,"(41.808244561336195, -87.68963553388181)"
297094,1,TAOS RESTAURANT LLC,PIAZZA BELLA OSTERIA,2114 W ROSCOE ST,CHICAGO,IL,60618,32,21,19,1475,Consumption on Premises - Incidental Activity,1646979,RENEW,01/16/2019,12/16/2018,07/15/2021,01/17/2019,AAI,41.943288554,-87.681527845,"(41.943288553820175, -87.68152784547775)"
28576,1,HOWARD SMITH,MEL'S ODYSSEY LOUNGE,7643 1/2 S COTTAGE GROVE AVE  LIQ,CHICAGO,IL,60619,8,23,6,1470,Tavern,12291,RENEW,09/14/2018,10/16/2018,10/15/2020,09/24/2018,AAI,41.755478952,-87.605166674,"(41.755478951826575, -87.60516667390868)"
16008,1,"FUN TIMES, INC.",GAMEKEEPERS,345 W ARMITAGE AVE 1,CHICAGO,IL,60614,43,24,18,1470,Tavern,40720,RENEW,03/01/2017,04/16/2017,04/15/2019,03/02/2017,AAI,41.918220945,-87.638252446,"(41.918220945312974, -87.63825244587586)"
35837,1,"MICHELLE'S BALLROOM, INC.",MICHELLE'S BALLROOM,2800 W BELMONT AVE 1ST,CHICAGO,IL,60618,33,2,17,1050,Public Place of Amusement,45505,RENEW,11/01/2018,12/16/2018,12/15/2020,02/25/2019,AAI,41.939502381,-87.697849374,"(41.93950238080945, -87.69784937401641)"
219937,1,"ELIO, INC.",SABOR A CAFE RESTAURANT,2435 W PETERSON AVE 1ST,CHICAGO,IL,60659,40,15,20,1475,Consumption on Premises - Incidental Activity,1820393,RENEW,02/15/2017,02/16/2017,02/15/2019,02/15/2017,AAI,41.990381096,-87.691099599,"(41.990381095595595, -87.691099598697)"
430973,1,ROSELAND YOUTH CENTER,PULLMAN COMMUNINTY CENTER,10355 S WOODLAWN AVE 1,CHICAGO,IL,60628,9,8,5,1050,Public Place of Amusement,2622744,ISSUE,09/12/2018,11/07/2018,07/15/2021,11/07/2018,AAI,41.705916515,-87.594129048,"(41.705916515012575, -87.59412904802028)"
395246,1,"FLYNN INDUSTRIES, LLC",UPTOWN ARCADE,4830 N BROADWAY  1,CHICAGO,IL,60640,46,40,20,1470,Tavern,2369312,RENEW,03/23/2018,04/16/2018,04/15/2020,03/23/2018,AAI,41.969904164,-87.659841549,"(41.96990416418005, -87.659841548588)"
48744,1,WING HOE CORPORATION,WING HOE RESTAURANT,5356 N SHERIDAN RD  1ST &,CHICAGO,IL,60640,48,12,20,1475,Consumption on Premises - Incidental Activity,80274,RENEW,05/27/2017,07/16/2017,07/15/2019,05/30/2017,AAI,41.979858413,-87.655229957,"(41.979858413283644, -87.65522995685036)"
305791,1,CHICAGO NINES CORPORATION,PROVACATEUR / POLE ICONS,1919 N MILWAUKEE AVE 1,CHICAGO,IL,60647,32,32,14,1475,Consumption on Premises - Incidental Activity,1772230,RENEW,04/08/2019,11/16/2017,11/15/2019,05/02/2019,AAI,41.916408032,-87.686547149,"(41.91640803246923, -87.6865471493126)"
258442,1,"AL & JL, INC.",THE SABROSO POLLO,4440 S WESTERN AVE 1,CHICAGO,IL,60609,15,9,9,1475,Consumption on Premises - Incidental Activity,1474904,RENEW,12/09/2015,01/16/2016,01/15/2018,12/10/2015,AAI,41.812660912,-87.684696203,"(41.81266091150673, -87.6846962034421)"
302881,1,2BEARS TAVERN UPTOWN LLC,2Bears Tavern Uptown,1140 W WILSON AVE,CHICAGO,IL,60640,46,32,19,1471,Late Hour,1873240,RENEW,07/10/2017,07/16/2017,07/15/2019,07/11/2017,AAI,41.96548895,-87.659158699,"(41.96548894953586, -87.65915869895883)"
385066,1,"KS HARBORSIDE, LLC",HARBORSIDE INTERNATIONAL GOLF CENTER & PIER 37 BAR & GRILLE,11001 S DOTY AVE,CHICAGO,IL,60628,10,40,4,1475,Consumption on Premises - Incidental Activity,2313777,RENEW,04/28/2016,05/16/2016,04/15/2018,04/29/2016,AAI,41.694754527,-87.596186004,"(41.69475452654066, -87.5961860043188)"
386962,1,LA RIPA OPERATIONS LLC,THE SOCIAL TABLE,819 W ARMITAGE AVE 1ST & 2ND,CHICAGO,IL,60614,43,3,18,1475,Consumption on Premises - Incidental Activity,2299459,RENEW,07/28/2018,09/16/2018,07/15/2021,07/30/2018,AAI,41.918057577,-87.649324568,"(41.918057576726284, -87.6493245677595)"
201675,6,"THE METROPOLITAN CLUB OF CHICAGO, INC.",METROPOLITAN CLUB,"233 S WACKER DR 67, 66, 34, 33",CHICAGO,IL,60606,42,12,1,1475,Consumption on Premises - Incidental Activity,2522513,C_EXPA,03/31/2017,06/20/2017,09/15/2018,06/20/2017,AAI,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
403835,1,"EAST ADDITION, LLC",STEADFAST RESTAURANT,120 W MONROE ST 1ST,CHICAGO,IL,60603,34,9,1,1475,Consumption on Premises - Incidental Activity,2446615,ISSUE,03/10/2016,06/03/2016,06/15/2018,06/03/2016,AAI,41.880798255,-87.631482671,"(41.880798255222786, -87.63148267063646)"
422353,1,TACO MAYA STATE INC,Taco Maya,823 S STATE ST 1,CHICAGO,IL,60605,4,58,1,1475,Consumption on Premises - Incidental Activity,2563426,ISSUE,11/14/2017,02/27/2018,03/15/2020,02/27/2018,AAI,41.871487726,-87.627369643,"(41.87148772638832, -87.62736964313437)"
207939,1,"MOOSE, INC.",THE DOUBLE,3545 W FULLERTON AVE,CHICAGO,IL,60647,35,60,14,1470,Tavern,1932571,RENEW,11/20/2017,11/16/2017,11/15/2019,07/10/2018,AAI,41.92451295,-87.715399066,"(41.924512950059544, -87.7153990657848)"
340031,1,"RUDY & ANNA'S LOUNGE, INC.",RUDY & ANNA'S LOUNGE,5788-5790 S ARCHER AVE 1,CHICAGO,IL,60638,23,48,8,1470,Tavern,1948617,RENEW,12/16/2015,01/16/2016,01/15/2018,12/17/2015,AAI,41.796505244,-87.758000635,"(41.796505243791515, -87.75800063474834)"
62917,1,ODESSA DICKERSON,BERNARD & VANESSA'S LOUNGE,5206-5208 W DIVISION ST 1ST,CHICAGO,IL,60651,37,23,25,1472,Music and Dance,10196,RENEW,10/27/2017,11/16/2017,11/15/2019,10/30/2017,AAI,41.902353479,-87.756117964,"(41.90235347935294, -87.75611796429392)"
37995,1,AUSSEM CORP.,HOCK SHOP,4369 N ELSTON AVE,CHICAGO,IL,60641,39,28,17,1470,Tavern,51586,RENEW,08/02/2017,08/16/2017,08/15/2019,08/03/2017,AAI,41.960170468,-87.728381222,"(41.96017046844395, -87.72838122176246)"
406101,1,"CAFE MICHELLE, INC.",CAFE MICHELLE,200 N LAKEFRONT DR 1ST,CHICAGO,IL,60601,42,11,1,1475,Consumption on Premises - Incidental Activity,2464373,RENEW,07/10/2018,07/16/2018,07/15/2021,07/10/2018,AAI,41.885751646,-87.612926111,"(41.88575164585066, -87.6129261108629)"
309521,7,"FULTON STREET BREWERY, LLC",GOOSE ISLAND BEER CO.,1800 N CLYBOURN AVE,CHICAGO,IL,60614,2,51,18,1475,Consumption on Premises - Incidental Activity,2551318,C_EXPA,09/05/2017,10/27/2017,06/15/2018,10/27/2017,AAI,41.913683804,-87.653592042,"(41.91368380435663, -87.65359204234194)"
50279,1,GROZDA MARKOVSKA,ROSA'S LOUNGE,2656 N LINCOLN AVE 1ST,CHICAGO,IL,60614,43,32,19,1470,Tavern,1742,RENEW,04/13/2017,04/16/2017,04/15/2019,04/13/2017,AAI,41.930198671,-87.655624501,"(41.93019867120127, -87.65562450106667)"
388334,1,WARWICK CHICAGO CORPORATION,WARWICK ALLERTON HOTEL CHICAGO,701 N MICHIGAN AVE,CHICAGO,IL,60611,2,38,18,1050,Public Place of Amusement,2313953,RENEW,05/11/2016,06/16/2016,05/15/2018,06/08/2016,AAI,41.894983607,-87.624106196,"(41.89498360693886, -87.62410619648946)"
16263,1,"CHICAGO SPORTS BAR & GRILL, INC.","CHICAGO SPORTS BAR & GRILL, INC.",4335 W 47TH ST,CHICAGO,IL,60632,14,5,8,1050,Public Place of Amusement,43111,RENEW,06/21/2017,06/16/2017,06/15/2019,06/22/2017,AAI,41.807649252,-87.732429061,"(41.807649252190316, -87.73242906054888)"
85369,3,"RESIDENCE INN BY MARRIOTT, LLC",RESIDENCE INN CHICAGO DOWNTOWN,11 S LA SALLE ST,CHICAGO,IL,60603,34,9,1,1475,Consumption on Premises - Incidental Activity,2391647,RENEW,09/15/2017,09/16/2017,03/15/2019,09/15/2017,AAI,41.881645391,-87.632209538,"(41.881645390827835, -87.63220953838868)"
62547,1,KENNY & HELEN ROBINSON,HIDIRI,1008 E 93RD ST 1ST,CHICAGO,IL,60619,8,64,4,1470,Tavern,2052,RENEW,10/09/2018,10/16/2018,10/15/2020,10/10/2018,AAI,41.72589432,-87.599297643,"(41.72589431975462, -87.5992976431851)"
396182,1,CP CHICAGO O'HARE LLC,CHICAGO MARRIOTT O'HARE HOTEL,8535 W HIGGINS RD,CHICAGO,IL,60631,41,28,16,1475,Consumption on Premises - Incidental Activity,2379583,RENEW,08/23/2017,09/16/2017,09/15/2019,08/24/2017,AAI,41.986788586,-87.840124173,"(41.9867885856625, -87.84012417346162)"
9058,2,"HOGEN'S GRILL, INC.",THE DAILY BAR & GRILL,4560 N LINCOLN AVE 1 & 2,CHICAGO,IL,60625,47,42,19,1477,Outdoor Patio,1909557,RENEW,09/08/2017,09/16/2017,09/15/2019,09/11/2017,AAI,41.964679249,-87.686136169,"(41.96467924867903, -87.68613616877111)"
399843,1,VPC BELMONT PIZZA LLC,GIORDANO'S ON BELMONT,1036-1040 W BELMONT AVE,CHICAGO,IL,60657,44,39,19,1475,Consumption on Premises - Incidental Activity,2412588,RENEW,01/09/2018,02/16/2018,02/15/2020,01/10/2018,AAI,41.939998357,-87.655553822,"(41.939998356700194, -87.65555382180153)"
342561,1,"ASSAULT AND BURGERY, L.L.C.",Jeff & Judes,1024 N WESTERN AVE 1ST,CHICAGO,IL,60622,36,39,12,1475,Consumption on Premises - Incidental Activity,1965182,RENEW,11/15/2018,11/16/2018,07/15/2021,11/16/2018,AAI,41.900245925,-87.687106086,"(41.900245924903444, -87.68710608576528)"
406496,1,"ONE CITY TAP, INC.",ONE CITY TAP,3115 S ARCHER AVE,CHICAGO,IL,60608,12,26,9,1470,Tavern,2464948,ISSUE,01/10/2017,04/20/2017,05/15/2019,04/20/2017,AAI,41.837306047,-87.666133052,"(41.83730604737545, -87.6661330516157)"
398835,1,BUKAN LLC,NARA,1132 S WABASH AVE LL,CHICAGO,IL,60605,4,58,1,1475,Consumption on Premises - Incidental Activity,2405025,RENEW,09/20/2017,11/16/2017,10/15/2019,09/21/2017,AAI,41.868262621,-87.62598812,"(41.86826262122412, -87.62598811966616)"
23778,1,"RIVA, LP",RIVA,700 E GRAND AVE 1ST & 2ND,CHICAGO,IL,60611,42,11,18,1475,Consumption on Premises - Incidental Activity,43049,RENEW,03/14/2016,03/16/2016,03/15/2018,03/14/2016,AAI,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)"
358925,2,LHC MANAGEMENT LLC,LAKESHORE SPORT & FITNESS,1320 W FULLERTON AVE 2,CHICAGO,IL,60614,32,48,19,1477,Outdoor Patio,2093002,RENEW,11/05/2021,01/16/2017,01/15/2019,11/02/2021,AAI,41.925357358,-87.661388544,"(41.925357358100776, -87.66138854381815)"
282055,1,"VALLES HOLDINGS, INC.",GEORGES TAP,9910 S COMMERCIAL AVE,CHICAGO,IL,60617,10,30,4,1470,Tavern,1542161,RENEW,07/13/2018,07/16/2018,07/15/2020,07/13/2018,AAI,41.715072948,-87.551114693,"(41.71507294801782, -87.5511146927825)"
252331,1,"YUP CHI YUEN, INC.",FRIENDSHIP RESTAURANT,2830 N MILWAUKEE AVE,CHICAGO,IL,60618,35,11,14,1475,Consumption on Premises - Incidental Activity,1903733,RENEW,08/30/2021,12/16/2018,12/15/2020,08/30/2021,AAI,41.932613295,-87.713449177,"(41.93261329538912, -87.71344917745209)"
38029,1,"PRESTIGE RESTAURANT, INC.",One Off At Home,619 W RANDOLPH ST 1 & 2,CHICAGO,IL,60661,34,21,1,1475,Consumption on Premises - Incidental Activity,51665,RENEW,05/15/2017,05/16/2017,05/15/2019,05/15/2017,AAI,41.884320409,-87.6436014,"(41.884320409140116, -87.64360139964732)"
245952,1,"302 E. ILLINOIS STREET, L.L.C.",BELLWETHER MEETING HOUSE & EATERY,302 E ILLINOIS ST,CHICAGO,IL,60611,2,41,18,1475,Consumption on Premises - Incidental Activity,1270875,RENEW,03/15/2017,03/16/2017,03/15/2019,03/15/2017,AAI,41.89111636,-87.620065957,"(41.89111635963065, -87.6200659573806)"
387134,1,"HARROGATE ENTERPRISES, LLC",BODEGA SUR,3755 N SOUTHPORT AVE,CHICAGO,IL,60613,44,25,19,1475,Consumption on Premises - Incidental Activity,2303911,RENEW,05/13/2016,05/16/2016,05/15/2018,05/16/2016,AAI,41.950458473,-87.663964159,"(41.95045847281244, -87.66396415892734)"
11400,1,FORTNIGHTLY OF CHICAGO,THE FORTNIGHTLY OF CHICAGO,120 E BELLEVUE PL,CHICAGO,IL,60611,42,1,18,1473,Not-For-Profit Club,1800741,RENEW,02/01/2017,03/16/2017,03/15/2019,02/02/2017,AAI,41.901720489,-87.624868156,"(41.90172048907756, -87.62486815626899)"
64172,1,"SEVEN WEST DIVISION, INC.",Gold Coast Social,7 W DIVISION ST 1,CHICAGO,IL,60610,2,36,18,1471,Late Hour,40080,RENEW,03/30/2016,04/16/2016,04/15/2018,03/31/2016,AAI,41.903826743,-87.628992303,"(41.903826743362245, -87.62899230340854)"
392660,1,"LPQ NORTH MICHIGAN, INC.",LE PAIN QUOTIDIEN,20 N MICHIGAN AVE  101,CHICAGO,IL,60602,34,9,1,1475,Consumption on Premises - Incidental Activity,2350157,RENEW,11/02/2018,11/16/2018,07/15/2021,11/28/2018,AAI,41.882540202,-87.624530945,"(41.88254020245772, -87.62453094472777)"
388341,1,"IMCMV CHICAGO, LLC",JIMMY BUFFETT'S MARGARITAVILLE BAR & GRILL,700 E GRAND AVE 1 FC12,CHICAGO,IL,60611,42,11,18,1050,Public Place of Amusement,2313697,RENEW,07/15/2016,08/16/2016,07/15/2018,07/21/2016,AAI,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)"
397638,1,"VOLUMES, LLC",VOLUMES BOOKCAFE,1474 N MILWAUKEE AVE 1ST,CHICAGO,IL,60622,1,10,14,1050,Public Place of Amusement,2391939,ISSUE,07/23/2015,03/22/2016,04/15/2018,03/22/2016,AAI,41.908611226,-87.674932052,"(41.90861122584094, -87.67493205247511)"
